num_nodes,num_keys,checkpoint,checkpoint_scan,checkpoint_network,checkpoint_verify,checkpoint_update
70,100000000,1423.6478,308.2608,609.06354,143.4655,354.07855
70,100000000,1423.5171,270.23364,640.20465,146.07417,358.51862
70,100000000,1425.2836,267.0377,657.1591,149.06987,344.12854

40,100000000,1037.7666,295.0448,434.50558,132.56705,168.52289
40,100000000,1042.99,393.77487,318.78683,137.3328,180.25885
40,100000000,1043.322,499.13217,208.30353,144.3602,184.28426
40,100000000,1050.168,556.03503,123.96208,135.63095,221.3467
40,100000000,1050.5914,312.1919,365.5328,138.27711,226.58475
40,100000000,1050.1726,513.07367,211.98657,145.29506,166.96292
40,100000000,1050.0773,350.76346,336.79504,137.85333,216.58043
40,100000000,1050.2292,436.1328,207.49075,141.61147,250.53305
40,100000000,1050.3159,457.01968,195.82709,146.14226,239.07597
40,100000000,1050.6296,343.32162,326.91708,143.11444,223.05927
40,100000000,1050.5815,474.57086,198.36572,146.50806,219.04962
40,100000000,1050.1473,393.2598,264.3143,143.47078,236.60262
40,100000000,1050.0143,375.83765,263.58893,140.1505,262.07764
40,100000000,1050.4633,396.12823,265.76288,143.98705,232.49771
40,100000000,1050.3099,476.52676,186.77226,145.73376,228.19925
40,100000000,1050.2954,334.04654,350.9783,142.37036,215.3117
40,100000000,1051.0109,393.3423,274.9271,142.28401,228.5697
40,100000000,1050.0757,440.5916,226.06018,144.0842,232.34167
40,100000000,1050.3103,548.9684,118.20042,135.02998,240.9017
40,100000000,1050.2944,379.29846,284.63184,139.37498,240.06746
40,100000000,1050.9712,489.88312,61.885826,137.95415,346.5748
40,100000000,1050.2981,482.94156,182.8334,143.78033,233.65935
40,100000000,1054.4432,463.39703,124.864746,138.95955,319.2912
40,100000000,1058.5726,379.66937,308.01126,137.17601,226.69101
40,100000000,1059.4596,397.9538,271.09973,136.354,246.85329
40,100000000,1065.8151,549.65704,12.77656,152.67937,333.27298
40,100000000,1067.9421,518.0426,11.006936,140.58507,390.05453

10,100000000,2084.5193,1305.2728,708.7268,42.70968,6.800108
10,100000000,2139.7576,1243.2173,824.6135,42.541245,10.086839
10,100000000,2146.7183,1328.9133,704.64496,42.58141,26.638456
10,100000000,2186.9976,2052.9395,29.55249,42.455692,21.617271
10,100000000,2187.5193,1296.4427,810.0824,42.67026,18.625793
10,100000000,2193.0632,1274.9512,836.5803,42.803192,18.856678
10,100000000,2222.883,2101.1755,0.000330839,43.421375,38.32277
