network,app,setting,tput,p50,p99,_notes,_ignore
,,,,,,"APP: Utxo, STORAGE: Big, SHARDING: Sharding { num_shards: 1, num_shard_faulty_nodes: 33 }, NETWORK: Lan, NUM_CONCURRENT: 6000, CACHE_SIZE: 4000000, THETA: 1.24, READ_RATIO: 0.95, NUM_KEYS: 100000000 ",true
Wan,Ycsb,Full,293918.1924084675,9.546235903,12.935233535,"concurrent = 130000"
Wan,Ycsb,Full,293703.67854944005,10.208935935,12.691963903,"concurrent = 160000"
Wan,Ycsb,Full,322745.3183197343,12.037652479,16.030629887,"concurrent = 200000"
Wan,Ycsb,Full,329617.13843019,18.941476863,27.447525375,"concurrent = 300000"

,,,,,,"APP: Ycsb, STORAGE: Full, SHARDING: Sharding { num_shards: 10, num_shard_faulty_nodes: 3 }, NETWORK: Wan, NUM_CONCURRENT: 500000, CACHE_SIZE: 4000000, THETA: 1.24, READ_RATIO: 0.95, NUM_KEYS: 100000000 ",true
Wan,Ycsb,Sharded,0.19952848799143671,5.389680639,5.553258495,"concurrent = 0"
Wan,Ycsb,Sharded,39669.542452851434,5.444206591,5.683281919,"concurrent = 10000"
Wan,Ycsb,Sharded,120917.28079403621,5.444206591,5.922357247,"concurrent = 30000"
Wan,Ycsb,Sharded,223965.48601872614,5.452595199,5.972688895,"concurrent = 60000"
Wan,Ycsb,Sharded,361224.965982178,5.465178111,6.266290175,"concurrent = 100000"
Wan,Ycsb,Sharded,511857.2489954325,8.086618111,9.009364991,"concurrent = 200000"
Wan,Ycsb,Sharded,511915.6155112926,11.433672703,13.916700671,"concurrent = 300000"
Wan,Ycsb,Sharded,511869.7834088269,16.148070399,21.189623807,"concurrent = 400000"
,,,,,,"APP: Ycsb, STORAGE: Big, SHARDING: Sharding { num_shards: 1, num_shard_faulty_nodes: 33 }, NETWORK: Lan, NUM_CONCURRENT: 20000, CACHE_SIZE: 4000000, THETA: 1.24, READ_RATIO: 0.95, NUM_KEYS: 100000000 ",true
Lan,Ycsb,Big,14.698633668148771,0.067567615,0.115605503,"concurrent = 0"
Lan,Ycsb,Big,19935.46411807831,0.098631679,0.177209343,"concurrent = 100"
Lan,Ycsb,Big,133396.85240945985,0.148766719,0.219021311,"concurrent = 1000"
Lan,Ycsb,Big,238787.27124648532,0.250085375,0.331874303,"concurrent = 3000"
Lan,Ycsb,Big,296835.0660702643,0.400031743,0.533725183,"concurrent = 6000"
Lan,Ycsb,Big,307842.97534551297,0.654311423,0.905445375,"concurrent = 10000"
Lan,Ycsb,Big,311868.6908036181,0.828899327,1.1020533750000001,"concurrent = 13000"
Lan,Ycsb,Big,320222.832154935,0.999817215,1.326448639,"concurrent = 16000"
Lan,Ycsb,Big,332848.8635103778,1.210056703,1.580204031,"concurrent = 20000"
,,,,,,"APP: Ycsb, STORAGE: Big, SHARDING: Sharding { num_shards: 1, num_shard_faulty_nodes: 33 }, NETWORK: Wan, NUM_CONCURRENT: 20000, CACHE_SIZE: 4000000, THETA: 1.24, READ_RATIO: 0.95, NUM_KEYS: 100000000 ",true
Wan,Ycsb,Big,0.19947194804511512,5.440012287,5.444206591,"concurrent = 0"
Wan,Ycsb,Big,39901.14404578551,5.444206591,5.653921791,"concurrent = 10000"
Wan,Ycsb,Big,107825.86485097605,5.448400895,5.796528127,"concurrent = 30000"
Wan,Ycsb,Big,160155.32082318587,8.124366847,9.261023231,"concurrent = 60000"
Wan,Ycsb,Big,246180.02026638752,8.225030143,9.789505535,"concurrent = 100000"
Wan,Ycsb,Big,318660.6496514447,9.453961215,12.633243647,"concurrent = 150000"
Wan,Ycsb,Big,330933.28259254614,11.928600575,13.430161407,"concurrent = 200000"
Wan,Ycsb,Big,350661.667655082,17.616076799,21.994930175,"concurrent = 300000"
